lDRB,lEFG,lFTA,lFTP,lMOL,lMOV,lORB,lPOSS,lRPI,lTO,lTOF,l_id,lconfTournWins,ldEff,lname,lnumGamesPlayed,loEff,lwinsVsTourney,wDRB,wEFG,wFTA,wFTP,wMOL,wMOV,wORB,wPOSS,wRPI,wTO,wTOF,w_id,wconfTournWins,wdEff,wname,wnumGamesPlayed,woEff,wwinsVsTourney
25.86666667,0.6640625,18.56666667,0.709005052,9.945987654,15.83170409,12.03333333,64.69333333,26,11.86666667,12.6,1436_2005,3,94.21999761,Vermont,30,110.4460572,0,24.17857143,0.525862069,20.35714286,0.776947102,4.324175824,23.3168573,11.85714286,66.03571429,21,13.85714286,15.57142857,1277_2005,1,92.33188725,Michigan St,28,113.4219694,8
30.44827586,0.435714286,25.17241379,0.681480953,2.697630531,19.24388697,15.68965517,70.34482759,13,15.20689655,12.48275862,1163_2005,2,91.51076407,Connecticut,29,107.3769994,5,21.4375,0.590909091,21.5625,0.697524554,4.655408308,20.0554527,11.09375,64.6875,63,12.28125,15.09375,1301_2005,2,100.61775,NC State,32,111.9630283,4
23.20689655,0.389705882,20.55172414,0.704509269,6.276350575,12.79192547,11.75862069,66.63448276,62,12.93103448,17.37931034,1235_2005,2,95.97375329,Iowa St,29,102.2651372,5,26.5483871,0.5,27.87096774,0.735219491,10.41752199,21.76137566,13.77419355,75.40645161,6,16.67741935,19.03225806,1314_2005,2,91.61557208,North Carolina,31,115.6021745,8
21.65625,0.583333333,14.78125,0.732291591,4.246056082,11.00538136,11.3125,63.06875,16,12.8125,16.28125,1356_2005,1,94.17650358,S Illinois,32,104.8563869,4,22.82758621,0.552631579,20.17241379,0.771728688,2.032008356,17.83159875,11.37931034,66.4137931,5,13.86206897,15.13793103,1329_2005,3,97.58136895,Oklahoma St,29,115.6356821,8
25.83333333,0.525,22.4,0.700941865,3.661207729,22.73720967,11.5,65.92666667,19,13.63333333,14.83333333,1196_2005,4,92.02764623,Florida,30,112.606192,6,22.5862069,0.675925926,21.17241379,0.731643144,2.029096583,16.94879244,14.27586207,64.33103448,15,12.62068966,16.37931034,1437_2005,2,99.93158496,Villanova,29,117.9045,7
22.41935484,0.7375,20.70967742,0.685765689,11.22798653,11.33056639,9.35483871,62.44516129,64,15.77419355,15.87096774,1137_2005,3,95.0492586,Bucknell,31,103.3755275,2,24.56666667,0.398148148,20.26666667,0.665947068,6.938099605,15.16579367,10.5,62.14,14,11.46666667,12.13333333,1458_2005,3,93.29337963,Wisconsin,30,104.9378755,6
22.82758621,0.552631579,20.17241379,0.771728688,2.032008356,17.83159875,11.37931034,66.4137931,5,13.86206897,15.13793103,1329_2005,3,97.58136895,Oklahoma St,29,115.6356821,8,23.27272727,0.622807018,18.72727273,0.764322252,6.000255428,14.27323521,13.72727273,70.46060606,8,14.84848485,16.96969697,1112_2005,3,97.59298445,Arizona,33,111.8194168,6
23.2962963,0.606382979,21.37037037,0.693775224,5.978835979,15.51565904,13.33333333,67.02962963,58,13.66666667,17.18518519,1454_2005,2,96.48576832,WI Milwaukee,27,110.5874617,0,23.39393939,0.5,17.15151515,0.725845515,0.033333333,17.89341693,10.96969697,64.61818182,2,11.12121212,15.3030303,1228_2005,3,90.88294659,Illinois,33,116.9787432,13
22.4516129,0.579365079,21.48387097,0.728155131,4.517746229,17.26697471,15.06451613,73.23870968,3,14.61290323,18.22580645,1449_2005,3,100.8071064,Washington,31,118.2204254,9,26.41935484,0.826530612,24.4516129,0.739898898,4.948863636,21.01259601,12.70967742,68.58709677,12,14.38709677,17.16129032,1257_2005,4,89.73288131,Louisville,31,115.3262937,8
23.5,0.48245614,21.6,0.755706682,11.39997677,25.07991984,11.36666667,69.80666667,28,12.86666667,17.36666667,1403_2005,2,95.63622839,Texas Tech,30,106.0730842,6,20.77419355,0.537735849,16.67741935,0.745412091,6.037615104,13.83485195,9.903225806,63.50967742,34,11.38709677,14.96774194,1452_2005,3,103.7379953,West Virginia,31,110.9130334,7
23.33333333,0.59,21.36666667,0.728347476,6.988380952,14.26005747,10.63333333,58.94666667,23,14.43333333,12.03333333,1428_2005,3,93.64670731,Utah,30,110.7607517,2,22.9,0.398148148,21.4,0.662356402,3.672205387,16.81375521,12.7,66.62666667,11,13.03333333,18.13333333,1246_2005,2,92.60935365,Kentucky,30,110.3304224,6
24.93333333,0.455357143,24.9,0.711813805,1.078984287,18.1820543,13.5,69.22666667,4,13.6,15.8,1181_2005,3,94.2430334,Duke,30,114.0545021,9,24.17857143,0.525862069,20.35714286,0.776947102,4.324175824,23.3168573,11.85714286,66.03571429,21,13.85714286,15.57142857,1277_2005,1,92.33188725,Michigan St,28,113.4219694,8
22.5862069,0.675925926,21.17241379,0.731643144,2.029096583,16.94879244,14.27586207,64.33103448,15,12.62068966,16.37931034,1437_2005,2,99.93158496,Villanova,29,117.9045,7,26.5483871,0.5,27.87096774,0.735219491,10.41752199,21.76137566,13.77419355,75.40645161,6,16.67741935,19.03225806,1314_2005,2,91.61557208,North Carolina,31,115.6021745,8
21.4375,0.590909091,21.5625,0.697524554,4.655408308,20.0554527,11.09375,64.6875,63,12.28125,15.09375,1301_2005,2,100.61775,NC State,32,111.9630283,4,24.56666667,0.398148148,20.26666667,0.665947068,6.938099605,15.16579367,10.5,62.14,14,11.46666667,12.13333333,1458_2005,3,93.29337963,Wisconsin,30,104.9378755,6
23.27272727,0.622807018,18.72727273,0.764322252,6.000255428,14.27323521,13.72727273,70.46060606,8,14.84848485,16.96969697,1112_2005,3,97.59298445,Arizona,33,111.8194168,6,23.39393939,0.5,17.15151515,0.725845515,0.033333333,17.89341693,10.96969697,64.61818182,2,11.12121212,15.3030303,1228_2005,3,90.88294659,Illinois,33,116.9787432,13
20.77419355,0.537735849,16.67741935,0.745412091,6.037615104,13.83485195,9.903225806,63.50967742,34,11.38709677,14.96774194,1452_2005,3,103.7379953,West Virginia,31,110.9130334,7,26.41935484,0.826530612,24.4516129,0.739898898,4.948863636,21.01259601,12.70967742,68.58709677,12,14.38709677,17.16129032,1257_2005,4,89.73288131,Louisville,31,115.3262937,8
22.9,0.398148148,21.4,0.662356402,3.672205387,16.81375521,12.7,66.62666667,11,13.03333333,18.13333333,1246_2005,2,92.60935365,Kentucky,30,110.3304224,6,24.17857143,0.525862069,20.35714286,0.776947102,4.324175824,23.3168573,11.85714286,66.03571429,21,13.85714286,15.57142857,1277_2005,1,92.33188725,Michigan St,28,113.4219694,8
24.56666667,0.398148148,20.26666667,0.665947068,6.938099605,15.16579367,10.5,62.14,14,11.46666667,12.13333333,1458_2005,3,93.29337963,Wisconsin,30,104.9378755,6,26.5483871,0.5,27.87096774,0.735219491,10.41752199,21.76137566,13.77419355,75.40645161,6,16.67741935,19.03225806,1314_2005,2,91.61557208,North Carolina,31,115.6021745,8
26.41935484,0.826530612,24.4516129,0.739898898,4.948863636,21.01259601,12.70967742,68.58709677,12,14.38709677,17.16129032,1257_2005,4,89.73288131,Louisville,31,115.3262937,8,23.39393939,0.5,17.15151515,0.725845515,0.033333333,17.89341693,10.96969697,64.61818182,2,11.12121212,15.3030303,1228_2005,3,90.88294659,Illinois,33,116.9787432,13
24.17857143,0.525862069,20.35714286,0.776947102,4.324175824,23.3168573,11.85714286,66.03571429,21,13.85714286,15.57142857,1277_2005,1,92.33188725,Michigan St,28,113.4219694,8,26.5483871,0.5,27.87096774,0.735219491,10.41752199,21.76137566,13.77419355,75.40645161,6,16.67741935,19.03225806,1314_2005,2,91.61557208,North Carolina,31,115.6021745,8
23.39393939,0.5,17.15151515,0.725845515,0.033333333,17.89341693,10.96969697,64.61818182,2,11.12121212,15.3030303,1228_2005,3,90.88294659,Illinois,33,116.9787432,13,26.5483871,0.5,27.87096774,0.735219491,10.41752199,21.76137566,13.77419355,75.40645161,6,16.67741935,19.03225806,1314_2005,2,91.61557208,North Carolina,31,115.6021745,8
25.4516129,0.534090909,21.41935484,0.615647511,11.03731261,10.35989677,13.77419355,68.34193548,284,16.22580645,15.51612903,1214_2006,4,93.30780424,Hampton,31,97.67257229,0,23.8125,0.490384615,17.84375,0.64493158,8.998019037,7.658939215,8.84375,65.98125,144,15.09375,15.5625,1284_2006,2,97.08107357,Monmouth NJ,32,98.37116987,1
23.5862069,0.537735849,17.93103448,0.719471858,6.219534214,11.87488798,11.96551724,68.37931034,31,14.79310345,14.31034483,1266_2006,1,100.8258954,Marquette,29,107.3511933,5,24.48275862,0.491666667,21.82758621,0.717207031,7.373691122,11.68148741,12.51724138,63.8,57,13.51724138,11.75862069,1104_2006,0,103.9821416,Alabama,29,108.219097,6
25.31034483,0.806122449,19,0.73134426,8.314947218,20.47464301,9.862068966,65.0137931,88,12.55172414,13.82758621,1334_2006,3,96.15072076,Pacific,29,111.5360771,1,22.15625,0.701923077,23.5,0.663096423,2.916662578,12.43354839,13.03125,63.5875,22,13.3125,13.28125,1130_2006,3,102.659413,Boston College,32,114.2921213,3
25.70967742,0.4375,18.41935484,0.652825357,16.3885,7.725368529,13.09677419,67.81935484,132,17.58064516,15.19354839,1380_2006,4,95.84882987,Southern Univ,31,98.02933526,0,23.36363636,0.69,25.21212121,0.760411176,0.555555556,15.6065699,9.545454545,70.08484848,1,13.39393939,16.27272727,1181_2006,3,100.6240188,Duke,33,120.6073376,11
22.75862069,0.790909091,19.82758621,0.709339029,14.69875223,11.86457759,11.17241379,66.79310345,66,13.24137931,16.55172414,1375_2006,3,97.16683094,South Alabama,29,109.3733592,0,24.63636364,0.62195122,22.60606061,0.748993148,1.069058516,19.30231729,10.60606061,67.70909091,15,14.87878788,16.27272727,1196_2006,4,95.16980817,Florida,33,116.5014558,7
24.28125,0.591666667,18.21875,0.688524485,5.21981555,13.16960445,11.90625,64.50625,28,12.46875,15.875,1423_2006,3,92.21939998,UNC Wilmington,32,105.7873677,1,24.35714286,0.427419355,25.5,0.648788262,2.785714286,14.87037037,13.82142857,70.52142857,37,14.14285714,17.89285714,1203_2006,1,94.52414425,G Washington,28,112.0547191,1
24.58064516,0.715909091,21.93548387,0.717097854,2.984096043,17.4103668,10.58064516,63.87096774,80,12.96774194,13.03225806,1462_2006,4,98.63949657,Xavier,31,111.9730208,1,25,0.5,25.3,0.786040268,1.909722222,9.01030303,12.6,68.08666667,9,13.33333333,13.5,1211_2006,2,103.5174089,Gonzaga,30,114.5247027,1
17.78571429,0.510869565,14.78571429,0.745384777,4.049091065,13.16849415,6.785714286,55.62857143,50,10.92857143,14.96428571,1102_2006,1,94.803783,Air Force,28,110.2380624,1,23.5483871,0.542553191,17.96774194,0.624993661,1.959399476,16.89590841,12.4516129,63.21935484,14,12.35483871,14.25806452,1228_2006,1,88.6031871,Illinois,31,106.4945771,9
21.83333333,0.340909091,23.23333333,0.715048497,8.079952969,13.38777339,13.13333333,66.09333333,56,14.83333333,14.8,1361_2006,4,103.1648527,San Diego St,30,114.2850764,2,23.93103448,0.420634921,17.27586207,0.681124133,5.560516122,16.99160935,10,66.35862069,34,14.62068966,14.75862069,1231_2006,2,95.0298653,Indiana,29,102.088545,5
23.7,0.638888889,24.1,0.683748485,3.951292372,12.92678333,13.33333333,70.54,64,15.1,16.16666667,1233_2006,3,102.027711,Iona,30,113.9405106,0,26.33333333,0.546296296,21.5,0.689000067,2.096326231,17.18541427,13.9,68.53333333,13,15.56666667,14.8,1261_2006,2,92.46995765,LSU,30,105.8043667,7
25.67741935,0.558823529,21,0.713499313,3.052521008,12.04086022,12.64516129,65.8516129,19,12.96774194,13.61290323,1305_2006,4,94.35372655,Nevada,31,107.8716677,4,24.07407407,0.612068966,21.14814815,0.705269507,17.10540414,11.11684312,11.07407407,68.38518519,61,14.14814815,14.62962963,1285_2006,2,103.0350066,Montana,27,112.9401129,1
23.10714286,0.546511628,21.46428571,0.694101962,4.805038468,18.85697148,12.92857143,65.40714286,73,13.92857143,16.85714286,1457_2006,1,95.9797897,Winthrop,28,114.3381626,1,21.82142857,0.651785714,21,0.696508516,4.078158975,13.72585422,11.53571429,71.68571429,6,12.96428571,18.46428571,1397_2006,1,99.33172044,Tennessee,28,109.3581375,6
24.64705882,0.617647059,19.91176471,0.648214906,6.639594203,14.29089482,13.67647059,69.34705882,17,15.29411765,16.08823529,1393_2006,4,98.88999274,Syracuse,34,104.5119297,6,21.31034483,0.594827586,23.03448276,0.663317977,2.460903559,15.73877728,10.37931034,64.59310345,44,13.4137931,18.37931034,1401_2006,2,91.67941373,Texas A&M,29,105.0610026,3
23.9,0.59,21,0.697997947,7.30929392,11.94823188,11.83333333,71.53333333,115,16.3,15.4,1125_2006,2,103.7099405,Belmont,30,111.9134173,0,22.09090909,0.683673469,19.21212121,0.699393876,2.593529595,12.36026351,10.87878788,62.10909091,10,14.54545455,14.27272727,1417_2006,4,95.29747133,UCLA,33,110.5799475,7
23.83333333,0.484126984,16.56666667,0.717435998,3.43501086,11.56922675,9.433333333,63.29333333,46,13,12.4,1429_2006,3,100.967258,Utah St,30,112.1596039,4,23.03333333,0.532786885,20.9,0.753685354,1.949829932,18.69560325,14.83333333,71.99333333,35,15.03333333,17.73333333,1449_2006,1,91.51126508,Washington,30,108.1141074,6
21.96428571,0.594827586,19.17857143,0.724171836,5.191071429,12.90894819,14.64285714,61.52857143,16,14.03571429,13.89285714,1328_2006,0,102.5525351,Oklahoma,28,111.7234011,7,23.89285714,0.588709677,22.67857143,0.692934851,12.55432804,12.53988231,14.32142857,67.25,53,13.78571429,15.03571429,1454_2006,2,96.09914279,WI Milwaukee,28,107.7309534,1
24.31034483,0.381355932,21.31034483,0.735153864,17.64256249,11.82297212,12.55172414,65.59310345,58,13.44827586,13.96551724,1371_2006,1,101.8430236,Seton Hall,29,104.0455353,6,25.03225806,0.419642857,19.32258065,0.740882471,4.258015751,13.40277592,11.83870968,62.66451613,27,12.90322581,12.41935484,1455_2006,1,96.38230234,Wichita St,31,106.7211897,4
23.63333333,0.3671875,22.06666667,0.653383327,4.175670163,15.58350877,12.93333333,65.46,24,11.63333333,13.76666667,1458_2006,0,95.16373896,Wisconsin,30,104.3075279,7,20.90322581,0.481818182,20.12903226,0.699619501,5.792543385,13.56421933,13.61290323,69.63225806,23,13.48387097,19.51612903,1112_2006,1,96.9090631,Arizona,31,103.9083341,3
26.16129032,0.647540984,20.4516129,0.651195144,4.431089744,20.23741935,13.16129032,68.53548387,20,15.64516129,17.09677419,1242_2006,4,87.82933243,Kansas,31,106.9898785,5,25.1,0.43,19.16666667,0.708027015,6.413798701,15.07698595,12.6,69,33,15.2,16.7,1133_2006,2,91.944586,Bradley,30,102.2947178,4
22.83870968,0.524193548,22.4516129,0.693332122,5.410918363,17.01356904,12.19354839,67.91612903,45,13.38709677,16.83870968,1116_2006,2,94.11192306,Arkansas,31,107.4754734,4,22.37931034,0.73,20.65517241,0.704671016,6.395833333,14.5818091,9.310344828,62.26206897,42,14.48275862,16.72413793,1137_2006,3,87.31458928,Bucknell,29,104.0732893,1
22.96774194,0.652542373,21.74193548,0.716766443,10.14995885,12.83147598,11,63.72903226,119,14.16129032,14,1107_2006,3,97.3148404,Albany NY,31,104.3399523,0,28.66666667,0.440789474,25.5,0.690134708,1.426041667,18.92517378,16.3,70.2,3,14.2,13.83333333,1163_2006,1,92.3311233,Connecticut,30,114.8776452,12
24.78125,0.424528302,20.53125,0.773525378,11.76266987,12.54609391,11.0625,65.9625,18,14.09375,12.875,1277_2006,2,99.53439011,Michigan St,32,107.2793257,8,24.8,0.43877551,17.96666667,0.674464293,6.986898972,17.2678499,10.1,63.48666667,26,13.2,13.93333333,1206_2006,1,90.32681777,George Mason,30,106.6225094,3
24.7,0.418367347,17.96666667,0.715069593,3.838311262,12.75493023,8.5,61.55333333,25,12.43333333,12,1320_2006,1,93.7839432,Northern Iowa,30,104.6982986,6,21.9,0.647727273,16.8,0.684973163,4.922757202,13.91701402,10.7,58.55333333,36,11.73333333,12.26666667,1207_2006,2,99.30785381,Georgetown,30,111.1761887,4
20.20689655,0.325,22.20689655,0.657090116,5.981176471,14.13633694,10.65517241,69.26206897,32,12.86206897,21.13793103,1412_2006,3,91.02772978,UAB,29,102.8431809,1,23.21212121,0.590909091,16.75757576,0.652259034,6.334397547,14.30475427,12.66666667,64.91515152,41,13.39393939,13.66666667,1246_2006,2,99.90800981,Kentucky,33,107.2191825,5
23.90322581,0.841463415,22.35483871,0.714054771,8.230682298,13.65259053,13.48387097,67.10322581,131,14.41935484,14.12903226,1331_2006,3,99.70604234,Oral Roberts,31,109.5282169,1,26.24242424,0.464912281,25.09090909,0.686237578,1.692307692,17.15265753,15.81818182,72.7030303,4,15.81818182,17.87878788,1272_2006,4,87.63605983,Memphis,33,107.6526565,8
22.8,0.46875,23.53333333,0.720428751,5.226039178,11.04375073,9.733333333,63.74666667,52,12.36666667,13.9,1143_2006,3,98.4433481,California,30,105.0460448,4,24.2,0.620967742,21.63333333,0.743006284,4.195035383,16.97051496,9.033333333,66.82,51,13.66666667,13.96666667,1301_2006,0,101.9148121,NC State,30,113.9905182,3
23.89655172,0.724489796,18.17241379,0.65519259,7.188571429,13.28131447,12.96551724,64.2,65,12.44827586,14.55172414,1293_2006,2,93.28273341,Murray St,29,108.0153261,0,25.96551724,0.6640625,24.27586207,0.697198727,3.64612069,17.95043163,14.03448276,70.8137931,12,16.62068966,15.31034483,1314_2006,2,96.24618225,North Carolina,29,112.1079873,6
26.84848485,0.609090909,20.60606061,0.701978433,5.876109023,14.97162258,11,65.63636364,7,14.75757576,14.78787879,1234_2006,4,86.4042735,Iowa,33,97.39637861,10,22.5862069,0.6328125,23.68965517,0.680943333,6.867132867,8.365216201,13.06896552,69.54482759,60,15.79310345,17.31034483,1322_2006,4,99.14288294,Northwestern LA,29,108.0240966,0
26.25925926,0.680327869,17.55555556,0.768617297,16.36001894,13.00308284,12.25925926,67.54074074,94,13.2962963,11.77777778,1172_2006,3,100.8110395,Davidson,27,108.4433976,0,23.93333333,0.537735849,19.13333333,0.711540011,1.044919786,14.57918088,10.1,65.65333333,5,12.13333333,14.06666667,1326_2006,3,94.33665748,Ohio St,30,110.9385579,6
22.375,0.581632653,22.375,0.727118319,7.327063741,11.80499477,11.0625,66.325,48,13.25,16.21875,1245_2006,3,97.21123536,Kent,32,107.4132591,0,26.09677419,0.475,22.67741935,0.696292195,1.068352375,13.83669565,13.09677419,65.68387097,11,13.74193548,13.25806452,1338_2006,3,94.04102427,Pittsburgh,31,108.4604531,6
21.74074074,0.489583333,19.22222222,0.657511659,6.878659612,14.50360577,10.51851852,65.76296296,98,13.59259259,17.88888889,1335_2006,2,88.56931395,Penn,27,101.8905671,0,26.18181818,0.554545455,20.45454545,0.73021054,5.775419982,23.58796523,14.06060606,65.51515152,8,13.6969697,14.27272727,1400_2006,3,87.76505607,Texas,33,110.9565885,9
23.8125,0.490384615,17.84375,0.64493158,8.998019037,7.658939215,8.84375,65.98125,144,15.09375,15.5625,1284_2006,2,97.08107357,Monmouth NJ,32,98.37116987,1,22.75862069,0.490740741,21.62068966,0.755176861,1.548473595,15.42317708,13.48275862,65.23448276,2,11.27586207,15.72413793,1437_2006,2,97.51686375,Villanova,29,115.5732672,9
20.96774194,0.424528302,18.19354839,0.692341966,7.797187562,11.22475806,11.83870968,61.56774194,29,14.32258065,17.58064516,1356_2006,3,87.87027919,S Illinois,31,95.89318774,7,19.72413793,0.556603774,12.86206897,0.722220024,4.116661837,12.88272043,7.827586207,62.97241379,38,8.344827586,15.68965517,1452_2006,0,100.5325411,West Virginia,29,109.1151145,7
24.07407407,0.612068966,21.14814815,0.705269507,17.10540414,11.11684312,11.07407407,68.38518519,61,14.14814815,14.62962963,1285_2006,2,103.0350066,Montana,27,112.9401129,1,22.15625,0.701923077,23.5,0.663096423,2.916662578,12.43354839,13.03125,63.5875,22,13.3125,13.28125,1130_2006,3,102.659413,Boston College,32,114.2921213,3
24.35714286,0.427419355,25.5,0.648788262,2.785714286,14.87037037,13.82142857,70.52142857,37,14.14285714,17.89285714,1203_2006,1,94.52414425,G Washington,28,112.0547191,1,23.36363636,0.69,25.21212121,0.760411176,0.555555556,15.6065699,9.545454545,70.08484848,1,13.39393939,16.27272727,1181_2006,3,100.6240188,Duke,33,120.6073376,11
23.89285714,0.588709677,22.67857143,0.692934851,12.55432804,12.53988231,14.32142857,67.25,53,13.78571429,15.03571429,1454_2006,2,96.09914279,WI Milwaukee,28,107.7309534,1,24.63636364,0.62195122,22.60606061,0.748993148,1.069058516,19.30231729,10.60606061,67.70909091,15,14.87878788,16.27272727,1196_2006,4,95.16980817,Florida,33,116.5014558,7
23.93103448,0.420634921,17.27586207,0.681124133,5.560516122,16.99160935,10,66.35862069,34,14.62068966,14.75862069,1231_2006,2,95.0298653,Indiana,29,102.088545,5,25,0.5,25.3,0.786040268,1.909722222,9.01030303,12.6,68.08666667,9,13.33333333,13.5,1211_2006,2,103.5174089,Gonzaga,30,114.5247027,1
21.31034483,0.594827586,23.03448276,0.663317977,2.460903559,15.73877728,10.37931034,64.59310345,44,13.4137931,18.37931034,1401_2006,2,91.67941373,Texas A&M,29,105.0610026,3,26.33333333,0.546296296,21.5,0.689000067,2.096326231,17.18541427,13.9,68.53333333,13,15.56666667,14.8,1261_2006,2,92.46995765,LSU,30,105.8043667,7
24.48275862,0.491666667,21.82758621,0.717207031,7.373691122,11.68148741,12.51724138,63.8,57,13.51724138,11.75862069,1104_2006,0,103.9821416,Alabama,29,108.219097,6,22.09090909,0.683673469,19.21212121,0.699393876,2.593529595,12.36026351,10.87878788,62.10909091,10,14.54545455,14.27272727,1417_2006,4,95.29747133,UCLA,33,110.5799475,7
23.5483871,0.542553191,17.96774194,0.624993661,1.959399476,16.89590841,12.4516129,63.21935484,14,12.35483871,14.25806452,1228_2006,1,88.6031871,Illinois,31,106.4945771,9,23.03333333,0.532786885,20.9,0.753685354,1.949829932,18.69560325,14.83333333,71.99333333,35,15.03333333,17.73333333,1449_2006,1,91.51126508,Washington,30,108.1141074,6
21.82142857,0.651785714,21,0.696508516,4.078158975,13.72585422,11.53571429,71.68571429,6,12.96428571,18.46428571,1397_2006,1,99.33172044,Tennessee,28,109.3581375,6,25.03225806,0.419642857,19.32258065,0.740882471,4.258015751,13.40277592,11.83870968,62.66451613,27,12.90322581,12.41935484,1455_2006,1,96.38230234,Wichita St,31,106.7211897,4
26.09677419,0.475,22.67741935,0.696292195,1.068352375,13.83669565,13.09677419,65.68387097,11,13.74193548,13.25806452,1338_2006,3,94.04102427,Pittsburgh,31,108.4604531,6,25.1,0.43,19.16666667,0.708027015,6.413798701,15.07698595,12.6,69,33,15.2,16.7,1133_2006,2,91.944586,Bradley,30,102.2947178,4
23.21212121,0.590909091,16.75757576,0.652259034,6.334397547,14.30475427,12.66666667,64.91515152,41,13.39393939,13.66666667,1246_2006,2,99.90800981,Kentucky,33,107.2191825,5,28.66666667,0.440789474,25.5,0.690134708,1.426041667,18.92517378,16.3,70.2,3,14.2,13.83333333,1163_2006,1,92.3311233,Connecticut,30,114.8776452,12
25.96551724,0.6640625,24.27586207,0.697198727,3.64612069,17.95043163,14.03448276,70.8137931,12,16.62068966,15.31034483,1314_2006,2,96.24618225,North Carolina,29,112.1079873,6,24.8,0.43877551,17.96666667,0.674464293,6.986898972,17.2678499,10.1,63.48666667,26,13.2,13.93333333,1206_2006,1,90.32681777,George Mason,30,106.6225094,3
23.93333333,0.537735849,19.13333333,0.711540011,1.044919786,14.57918088,10.1,65.65333333,5,12.13333333,14.06666667,1326_2006,3,94.33665748,Ohio St,30,110.9385579,6,21.9,0.647727273,16.8,0.684973163,4.922757202,13.91701402,10.7,58.55333333,36,11.73333333,12.26666667,1207_2006,2,99.30785381,Georgetown,30,111.1761887,4
22.37931034,0.73,20.65517241,0.704671016,6.395833333,14.5818091,9.310344828,62.26206897,42,14.48275862,16.72413793,1137_2006,3,87.31458928,Bucknell,29,104.0732893,1,26.24242424,0.464912281,25.09090909,0.686237578,1.692307692,17.15265753,15.81818182,72.7030303,4,15.81818182,17.87878788,1272_2006,4,87.63605983,Memphis,33,107.6526565,8
24.2,0.620967742,21.63333333,0.743006284,4.195035383,16.97051496,9.033333333,66.82,51,13.66666667,13.96666667,1301_2006,0,101.9148121,NC State,30,113.9905182,3,26.18181818,0.554545455,20.45454545,0.73021054,5.775419982,23.58796523,14.06060606,65.51515152,8,13.6969697,14.27272727,1400_2006,3,87.76505607,Texas,33,110.9565885,9
20.90322581,0.481818182,20.12903226,0.699619501,5.792543385,13.56421933,13.61290323,69.63225806,23,13.48387097,19.51612903,1112_2006,1,96.9090631,Arizona,31,103.9083341,3,22.75862069,0.490740741,21.62068966,0.755176861,1.548473595,15.42317708,13.48275862,65.23448276,2,11.27586207,15.72413793,1437_2006,2,97.51686375,Villanova,29,115.5732672,9
22.5862069,0.6328125,23.68965517,0.680943333,6.867132867,8.365216201,13.06896552,69.54482759,60,15.79310345,17.31034483,1322_2006,4,99.14288294,Northwestern LA,29,108.0240966,0,19.72413793,0.556603774,12.86206897,0.722220024,4.116661837,12.88272043,7.827586207,62.97241379,38,8.344827586,15.68965517,1452_2006,0,100.5325411,West Virginia,29,109.1151145,7
23.36363636,0.69,25.21212121,0.760411176,0.555555556,15.6065699,9.545454545,70.08484848,1,13.39393939,16.27272727,1181_2006,3,100.6240188,Duke,33,120.6073376,11,26.33333333,0.546296296,21.5,0.689000067,2.096326231,17.18541427,13.9,68.53333333,13,15.56666667,14.8,1261_2006,2,92.46995765,LSU,30,105.8043667,7
25.1,0.43,19.16666667,0.708027015,6.413798701,15.07698595,12.6,69,33,15.2,16.7,1133_2006,2,91.944586,Bradley,30,102.2947178,4,26.24242424,0.464912281,25.09090909,0.686237578,1.692307692,17.15265753,15.81818182,72.7030303,4,15.81818182,17.87878788,1272_2006,4,87.63605983,Memphis,33,107.6526565,8
19.72413793,0.556603774,12.86206897,0.722220024,4.116661837,12.88272043,7.827586207,62.97241379,38,8.344827586,15.68965517,1452_2006,0,100.5325411,West Virginia,29,109.1151145,7,26.18181818,0.554545455,20.45454545,0.73021054,5.775419982,23.58796523,14.06060606,65.51515152,8,13.6969697,14.27272727,1400_2006,3,87.76505607,Texas,33,110.9565885,9
25,0.5,25.3,0.786040268,1.909722222,9.01030303,12.6,68.08666667,9,13.33333333,13.5,1211_2006,2,103.5174089,Gonzaga,30,114.5247027,1,22.09090909,0.683673469,19.21212121,0.699393876,2.593529595,12.36026351,10.87878788,62.10909091,10,14.54545455,14.27272727,1417_2006,4,95.29747133,UCLA,33,110.5799475,7
23.03333333,0.532786885,20.9,0.753685354,1.949829932,18.69560325,14.83333333,71.99333333,35,15.03333333,17.73333333,1449_2006,1,91.51126508,Washington,30,108.1141074,6,28.66666667,0.440789474,25.5,0.690134708,1.426041667,18.92517378,16.3,70.2,3,14.2,13.83333333,1163_2006,1,92.3311233,Connecticut,30,114.8776452,12
21.9,0.647727273,16.8,0.684973163,4.922757202,13.91701402,10.7,58.55333333,36,11.73333333,12.26666667,1207_2006,2,99.30785381,Georgetown,30,111.1761887,4,24.63636364,0.62195122,22.60606061,0.748993148,1.069058516,19.30231729,10.60606061,67.70909091,15,14.87878788,16.27272727,1196_2006,4,95.16980817,Florida,33,116.5014558,7
25.03225806,0.419642857,19.32258065,0.740882471,4.258015751,13.40277592,11.83870968,62.66451613,27,12.90322581,12.41935484,1455_2006,1,96.38230234,Wichita St,31,106.7211897,4,24.8,0.43877551,17.96666667,0.674464293,6.986898972,17.2678499,10.1,63.48666667,26,13.2,13.93333333,1206_2006,1,90.32681777,George Mason,30,106.6225094,3
